Fuel Type Code,StationName,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access
ELEC,Arena Louis-Philippe Dalpe,2000 boul. Rene-Gaultier,,Varennes,QC,J3X 1N8,,450-652-9888,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-9,45.676313,-73.433481,2021-10-12,82905,2022-04-26 16:04:15 UTC,P,,,2015-06-01,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,ARENA,,,,,,,Free,Gratuit,,,,,,,,,FALSE
ELEC,Assurance Romeo Bessette et Fils Inc,815 rue Plante,,St-Jean-sur-Richelieu,QC,J3A 1M8,,450-359-8888  514-591-6357,E,,Public,24 hours daily; Also accepts donations,,,,,,1,,,Non-Networked,,200-9,45.327381,-73.272159,2021-12-13,82906,2022-04-26 16:04:15 UTC,P,,,2013-03-15,,,,,J1772,CA,,24 heures par jour; Accepte aussi les dons,,Public,,public,,,OFFICE_BLDG,,,,,,,Free,Gratuit,,,,,,,,,FALSE
ELEC,Auberge Gouverneur Shawinigan,1100 Promenade du Saint-Maurice,,Shawinigan,QC,G9N 1L8,,888-922-1100,E,,Public,24 hours daily; for guests only,,,,,,1,,,Non-Networked,,200-9,46.5405404,-72.7547095,2022-01-11,82908,2022-04-28 20:01:31 UTC,P,,,2015-08-15,,,,,J1772,CA,,Accessible 24 heures par jour; pour les clients seulement,,Public,,public,,,HOTEL,,,,,,,Free,Gratuit,,,,,,,,,TRUE
ELEC,Balls Falls Centre for Conservation,3292 Sixth Ave,,Lincoln,ON,L0R 1S0,,905-562-5235,E,,Public,24 hours daily; guest use only,,,,,,2,,,Non-Networked,,200-9,43.133157,-79.386041,2022-02-10,82910,2022-04-28 20:01:31 UTC,P,,,2017-02-01,,,,,J1772,CA,,24 heures par jour; les clients seulement,,Public,,public,,,REC_SPORTS_FACILITY,,,,,,,Free after 4 PM; free following parking payment during hours of operation,Gratuit après 16 h 00; gratuit après le paiement de stationnement pendant les heures d'ouverture,,,,,,,,,TRUE
ELEC,Auberge la Goeliche,22 rue du Quai,,St-Petronille,QC,G0A 4C0,,418-828-2248,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-9,46.845153,-71.131891,2021-12-13,82911,2022-04-26 16:04:15 UTC,P,,,2014-08-15,,,,,J1772,CA,,24 heures par jour,,Public,,public,,,HOTEL,,,,,,,Free,Gratuit,,,,,,,,,FALSE
ELEC,BMR Yamachiche,1031 boul. Duchesne,,Yamachiche,QC,G0X 3L0,,819-296-3713,E,,Public,24 hours daily; for client use only,,,,,,1,,,Non-Networked,,GPS,46.29013734,-72.83629217,2021-10-12,82912,2022-04-28 20:01:31 UTC,P,,,2015-08-15,,,,,J1772,CA,,24 heures par jour; Pour l'usage des clients seulement,,Public,,public,,,RETAIL,,,,,,,Free,Gratuit,,,,,,,,,TRUE
ELEC,Baie-des-Sables,2370 Ch du Lac,,Lac Megantic,QC,G6B 2S5,,819-583-3965,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-9,45.589096,-70.936382,2022-02-10,82915,2022-04-26 16:04:15 UTC,P,,,2013-02-15,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,CAMPGROUND,,,,,,,Free,Gratuit,,,,,,,,,FALSE
ELEC,Best Western - Belleville,387 N Front St,,Belleville,ON,K8P 3C8,,613-969-1112,E,,Public - Call ahead,24 hours daily; for guest use only,,,,,,1,,,Non-Networked,,200-8,44.189215,-77.396476,2022-04-13,82916,2022-04-28 20:01:31 UTC,P,,,2015-02-01,,,,,J1772,CA,,24 heures par jour; les clients seulement,,Public - Appeler à l'avance,,public,CALL,,HOTEL,,,,,,,Free,Gratuit,,,,,,,,,TRUE
ELEC,Best Western - Cairn Croft,6400 Lundy's Ln,,Niagara Falls,ON,L2G 6H2,,,E,,Public - Call ahead,24 hours daily; guest use only; see front desk for access,,,,,,2,,,Non-Networked,,200-9,43.088776,-79.101054,2022-01-11,82918,2022-04-28 20:01:31 UTC,P,,,2012-01-15,,,,,J1772,CA,,24 heures par jour; des clients seulement; rendez-vous Ã  la rÃ©ception pour avoir accÃ¨s,,Public - Appeler à l'avance,,public,CALL,,HOTEL,,,,,,,Free,Gratuit,,,,,,,,,TRUE
ELEC,Best Western Plus - Cobourg Inn & Convention Centre,930 Burnham St,,Cobourg,ON,K9A 2X9,,,E,,Public,24 hours daily; for hotel/restaurant guest use only,,,,,,1,,,Non-Networked,,200-9,43.972091,-78.191994,2022-04-13,82919,2022-04-28 20:01:31 UTC,P,,,2014-06-15,,,,,J1772,CA,,24 heures par jour; a l'usage des clients seulement,,Public,,public,,,HOTEL,,,,,,,Free,Gratuit,,,,,,,,,TRUE
ELEC,Best Western Albert Centre-Ville,84 Ave Principale,,Rouyn-Noranda,QC,J9X 4P2,,819-762-3545,E,,Public,24 hours daily; for guests only,,,,,,1,,,Non-Networked,,200-9,48.240888,-79.0204,2021-12-13,82920,2022-04-28 20:01:31 UTC,P,,,2014-02-15,,,,,J1772,CA,,24 heures par jour; pour les clients seulement,,Public,,public,,,HOTEL,,,,,,,Free,Gratuit,,,,,,,,,TRUE
ELEC,Best Western Plus,1231 boul. Albiny Paquette,,Mont-Laurier,QC,J9L 1M6,,819-623-5252,E,,Public,24 hours daily; for guest use only,,,,,,1,,,Non-Networked,,200-9,46.552054,-75.476595,2021-10-12,82921,2022-04-28 20:01:31 UTC,P,,,2015-01-15,,,,,J1772,CA,,24 heures par jour; Des clients seulement,,Public,,public,,,HOTEL,,,,,,,Free,Gratuit,,,,,,,,,TRUE
ELEC,Best Western Plus Hotel,420 boul. Monseigneur-Dubois,,St-Jerome,QC,J7Y 3L8,,450-438-1155,E,,Public,24 hours daily; for guest use only,,,,,,1,,,Non-Networked,,200-9,45.780488,-74.01704,2021-12-13,82922,2022-04-28 20:01:31 UTC,P,,,2016-06-15,,,,,J1772,CA,,24 heures par jour; des clients seulement,,Public,,public,,,HOTEL,,,,,,,Free,Gratuit,,,,,,,,,TRUE
ELEC,Parc des Chutes,3701 boul. Ducharme,,La Tuque,QC,G9X 4T4,,819-523-5930  866-523-2121,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-8,47.389023,-72.785041,2022-02-10,82924,2022-04-26 16:04:15 UTC,P,,,2017-02-01,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,TRAVEL_CENTER,,,,,,,Free,Gratuit,,,,,,,,,FALSE
ELEC,Best Western - Inn on the Bay,1800 2nd Ave E,,Owen Sound,ON,N4K 5R1,,519-371-9200,E,,Public,24 hours daily; for guest use only,,,,,,1,,,Non-Networked,,200-9,44.578532,-80.936692,2022-01-11,82925,2022-04-28 20:01:31 UTC,P,,,2017-02-01,,,,,J1772,CA,,Accessible 24 heures par jour; Ã  l'usage des clients seulement,,Public,,public,,,HOTEL,,,,,,,Free,Gratuit,,,,,,,,,TRUE
ELEC,Cafe Morgane Jean-Xx-Iii,5680 boul. Jean-Xxiii,,Trois-Rivières-Ouest,QC,G8Z 4B5,,819-841-0444,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,46.33286975,-72.59311847,2021-10-12,82927,2022-04-26 16:04:15 UTC,P,,,2015-03-05,,,,,J1772,CA,,24 heures par jour,,Public,,public,,,RESTAURANT,,,,,,,Free,Gratuit,,,,,,,,,FALSE
ELEC,Caisse Desjardins,75 Av Saint-Laurent,,Louiseville,QC,J5V 1J6,,855-519-2366,E,,Public,24 hours daily,,,,,,4,,,Non-Networked,,200-9,46.255803,-72.941361,2021-10-12,82929,2022-04-26 16:04:15 UTC,P,,,2013-06-05,,,,,J1772,CA,,24 heures par jour,,Public,,public,,,BANK,,,,,,,Free,Gratuit,,,,,,,,,FALSE
ELEC,Auberge la Seigneurie des Monts Inc,21 1re Ave E,,St-Anne-des-Monts,QC,G4V 1A2,,418-763-5308,E,,Public,24 hours daily; free for clients,A Cash Checks M V,,,,,1,,,Non-Networked,,200-8,49.130298,-66.485228,2021-12-13,82930,2022-04-28 20:01:31 UTC,P,,,2016-06-15,,,,,J1772,CA,,24 heures par jour; gratuit pour les clients,,Public,,public,,,HOTEL,,,,,,,"$5 per charge for others, reception closes at 10 PM","$5 de charge pour les autres, la reception ferme a 22:00",,,,,,,,,TRUE
ELEC,Best Western - North Bay,700 Lakeshore Dr,,North Bay,ON,P1A 2G4,,705-474-5800,E,,Public,24 hours daily; for guest use only,,,,,,1,,,Non-Networked,,200-9,46.266569,-79.435513,2022-04-13,82931,2022-04-28 20:01:31 UTC,P,,,2017-02-01,,,,,J1772,CA,,24 heures par jour; Å  l'usage des clients seulement,,Public,,public,,,HOTEL,,,,,,,Free,Gratuit,,,,,,,,,TRUE
ELEC,Best Western - Otonabee Inn,84 Lansdowne St E,,Peterborough,ON,K9J 6Z3,,705-742-3454,E,,Public,24 hours daily; for client use only,A Cash Debit M V,,,,,1,,,Non-Networked,,200-9,44.290061,-78.303055,2022-01-11,82932,2022-04-28 20:01:31 UTC,P,,,2014-06-15,,,,,J1772,CA,,24 heures par jour; Ã  l'usage des clients seulement,,Public,,public,,,HOTEL,,,,,,,Free for guest use; $9 per session for the public,Gratuit; $9 par session pour le publique,,,,,,,,,TRUE
ELEC,Best Western - Pembroke Inn,1 International Dr,,Pembroke,ON,K8A 6W5,,613-735-0131,E,,Public,24 hours daily; for guest use only,,,,,,1,,,Non-Networked,,200-9,45.79871,-77.116359,2022-01-11,82933,2022-04-28 20:01:31 UTC,P,,,2015-01-15,,,,,J1772,CA,,Accessible 24 heures par jour; Å  l'usage des clients seulement,,Public,,public,,,HOTEL,,,,,,,Free,Gratuit,,,,,,,,,TRUE
ELEC,Centre le Sillon,337 Ch Royal,,St-Francois-de-l'Ile-d'Orleans,QC,G0A 3S0,,418-829-3100,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-9,47.002766,-70.813254,2021-12-13,82935,2022-04-26 16:04:15 UTC,P,,,2015-09-01,,,,,J1772,CA,,24 heures par jour,,Public,,public,,,MUNI_GOV,,,,,,,Free,Gratuit,,,,,,,,,FALSE
ELEC,Best Western Plus - Dryden,349 Government St,,Dryden,ON,P8N 2P4,,807-223-3201,E,,Public,24 hours daily; reserved for guest use,,,,,,1,,,Non-Networked,,200-9,49.78736,-92.83394,2022-04-13,82937,2022-04-28 20:01:31 UTC,P,,,2015-09-15,,,,,J1772,CA,,24 heures par jour,,Public,,public,,,HOTEL,,,,,,,Free,Gratuit,,,,,,,,,TRUE
ELEC,Château Repotel Henri IV,2500 Ave St Jean Baptiste,,Quebec,QC,G2E 6J5,,418-872-1112,E,,Public,24 hours daily; for guest use only,,,,,,1,,,Non-Networked,,GPS,46.80455099,-71.331625,2022-03-04,82938,2022-04-28 20:01:31 UTC,P,,,2016-06-26,,,,,J1772,CA,,Accessible 24 heures par jour; Å  l'usage des clients seulement,,Public,,public,,,HOTEL,,,,,,,Free,Gratuit,,,,,,,,,TRUE
ELEC,Best Western Plus- Brant Park Inn,19 Holiday Dr,,Brantford,ON,N3R 7J4,,519-753-8651,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-9,43.163715,-80.240786,2022-04-13,82939,2022-04-26 16:04:15 UTC,P,,,2013-05-15,,,,,J1772,CA,,24 heures par jour,,Public,,public,,,HOTEL,,,,,,,Free,Gratuit,,,,,,,,,FALSE
ELEC,Chocolaterie de l'Ile d'Orleans,150 Ch du Bout de l'Ile,,St-Petronille,QC,G0A 4C0,,418-828-2252,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-9,46.8538613,-71.133391,2021-12-13,82940,2022-04-26 16:04:15 UTC,P,,,2014-06-15,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,RESTAURANT,,,,,,,Free,Gratuit,,,,,,,,,FALSE
ELEC,Domaine & Vins Gelinas,267 Rang de Saint-François-de-Pique-Dur,,St-Sévère,QC,G0X 3B0,,819-264-5511,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,46.38041531,-72.9295323,2022-02-10,82941,2022-04-26 16:04:15 UTC,P,,,2016-10-15,,,,,J1772 TESLA,CA,,Accessible 24 heures par jour,,Public,,public,,,RESTAURANT,,,,,,,Free,Gratuit,,,,,,,,,FALSE
ELEC,Ecole de Sainte-Famille,2482 Ch Royal,,St-Famille,QC,G0A 3P0,,418-829-3572  418-829-0297,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-9,46.973152,-70.962167,2021-12-13,82943,2022-04-26 16:04:15 UTC,P,,,2014-03-15,,,,,J1772,CA,,24 heures par jour,,Public,,public,,,SCHOOL,,,,,,,Free,Gratuit,,,,,,,,,FALSE
ELEC,Best Western Kingston - Fireside,1217 Princess St,,Kingston,ON,K7M 3E1,,613-549-2211,E,,Public,24 hours daily; for guest use only; see front desk for access,,,,,,1,,,Non-Networked,,200-9,44.246733,-76.522762,2022-02-10,82944,2022-04-28 20:01:31 UTC,P,,,2013-10-15,,,,,J1772,CA,,24 heures par jour; Ã  l'usage des clients seulement; rendez-vous Ã  la réception pour avoir accès,,Public,,public,,,HOTEL,,,,,,,Free,Gratuit,,,,,,,,,TRUE
ELEC,Hotel Baker,178 rue de la Reine,,Gaspe,QC,G4X 1T6,,418-368-3355,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-9,48.827861,-64.48693,2021-10-12,82948,2022-04-26 16:04:15 UTC,P,,,2012-03-15,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,HOTEL,,,,,,,Free,Gratuit,,,,,,,,,FALSE
ELEC,Riotel Matane,250 Av du Phare E,,Matane,QC,G4W 3N4,,877-566-2651,E,,Public,24 hours daily,,,,,,3,,,Non-Networked,,200-8,48.852204,-67.524649,2021-10-12,82950,2022-04-26 16:04:15 UTC,P,,,2013-02-15,,,,,J1772,CA,,24 heures par jour,,Public,,public,,,HOTEL,,,,,,,Free,Gratuit,,,,,,,,,FALSE
ELEC,Best Western Plus - City Centre,1274 Carling Ave,,Ottawa,ON,K1Z 7K8,,613-728-1951,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-9,45.385821,-75.732949,2022-01-11,82952,2022-04-26 16:04:15 UTC,P,,,2017-02-01,,,,,J1772,CA,,24 heures par jour,,Public,,public,,,HOTEL,,,,,,,Free,Gratuit,,,,,,,,,FALSE
ELEC,Best Western Plus - Mariposa Inn,400 Memorial Ave,,Orillia,ON,L3V 6J3,,705-325-9511,E,,Public - Call ahead,24 hours daily; for guest use only,,,,,,1,,,Non-Networked,,200-9,44.589674,-79.422767,2022-04-13,82956,2022-04-26 16:04:15 UTC,P,,,2015-02-15,,,,,J1772,CA,,24 heures par jour; Å  l'usage des clients seulement,,Public - Appeler à l'avance,,public,CALL,,HOTEL,,,,,,,Free,Gratuit,,,,,,,,,TRUE
ELEC,Best Western Plus - Milton,161 Chisholm Dr,,Milton,ON,L9T 4A6,,905-875-3818,E,,Public,24 hours daily; for guest use only,,,,,,1,,,Non-Networked,,200-9,43.525871,-79.907297,2022-02-10,82957,2022-04-28 20:01:31 UTC,P,,,2017-02-01,,,,,J1772,CA,,24 heures par jour; rÃ©servÃ© pour les clients seulement,,Public,,public,,,HOTEL,,,,,,,Free,Gratuit,,,,,,,,,TRUE
ELEC,Best Western Plus - Nor'Wester Hotel,2080 Highway 61,,Thunder Bay,ON,P7J 1B8,,807-473-9123,E,,Public,24 hours daily; For guest use only,,,,,,1,,,Non-Networked,,200-9,48.316269,-89.359761,2022-04-13,82958,2022-04-28 20:01:31 UTC,P,,,2017-02-01,,,,,J1772,CA,,24 heures par jour; Pour les clients seulement,,Public,,public,,,HOTEL,,,,,,,Free,Gratuit,,,,,,,,,TRUE
ELEC,City of Brampton - Civic Centre,185 Clark Blvd,,Brampton,ON,L6T 4G6,,905-874-2001,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-9,43.705877,-79.724262,2019-04-09,82960,2021-06-07 17:08:43 UTC,LG,,,2015-03-01,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,MUNI_GOV,,,,,,,Free,Gratuit,,,,,,,,,FALSE
ELEC,Canadian Tire,459 Welland Ave,,St. Catharines,ON,L2M 6P3,,905-688-0488,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-9,43.174539,-79.216334,2022-01-11,82965,2022-04-26 16:04:15 UTC,P,,,2014-04-15,,,,,J1772,CA,,24 heures par jour,,Public,,public,,,SHOPPING_CENTER,,,,,,,Free,Gratuit,,,,,,,,,FALSE
ELEC,Canadian Tire,811 Durham St,,Kincardine,ON,N2Z 3B8,,519-395-2886,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-9,44.172474,-81.61544,2022-02-10,82969,2022-04-26 16:04:15 UTC,P,,,2014-05-15,,,,,J1772,CA,,24 heures par jour,,Public,,public,,,GAS_STATION,,,,,,,Free,Gratuit,,,,,,,,,FALSE
ELEC,Hotel Sommet des Neiges,150 Ch au Pied-de-la-Montagne,,Mont-Tremblant,QC,J8E 3M2,,819-681-9000,E,,Public,24 hours daily; for guest use only,,,,,,2,,,Non-Networked,,200-9,46.210902,-74.581843,2021-10-12,82970,2022-04-28 20:01:31 UTC,P,,,2015-07-15,,,,,J1772,CA,,Accessible 24 heures par jour; À  l'usage des clients seulementulement,,Public,,public,,,HOTEL,,,,,,,Free for guests,Gratuit pour les clients,,,,,,,,NONE,TRUE
ELEC,Hotel Port-Royal,144 rue Saint-Pierre,,Québec City,QC,G1K 8N8,,418-692-2777,E,,Public,24 hours daily; priority given to hotel guests,A Cash Debit M V,,,,,3,,,Non-Networked,,200-9,46.81649,-71.2031,2021-12-13,82972,2022-04-26 16:04:15 UTC,P,,,2015-10-20,,,,,J1772,CA,,24 heures par jour; priorité aux clients,,Public,,public,,,HOTEL,,,,,,,"$25 per day for hotel guests, hourly rate available for public","25$ par jour pour clients, tarif horaire disponible pour usage public",,,,,,,,,FALSE
ELEC,Hopital General Juif,3755 Ch de la Cote-Sainte-Catherine,,Montreal,QC,H3T 1E2,,514-340-8222,E,,Public,24 hours daily,,,,,,8,,,Non-Networked,,200-8,45.497712,-73.628336,2021-10-12,82973,2022-04-26 16:04:15 UTC,P,,,2016-08-15,,,,,J1772,CA,,24 heures par jour,,Public,,public,,,HOSPITAL,,,,,,,Free with parking fee,Gratuit avec frais de parking,,,,,,,,,FALSE
ELEC,Comfort Inn,20 Samnah Cres,,Ingersoll,ON,N5C 3J7,,519-425-1100,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-9,43.015685,-80.876688,2022-02-10,82974,2022-04-26 16:04:15 UTC,P,,,2014-10-15,,,,,J1772,CA,,24 heures par jour,,Public,,public,,,HOTEL,,,,,,,Free,Gratuit,,,,,,,,,FALSE
ELEC,Hotel Montfort Nicolet,1141 rue Saint-Jean-Baptiste,,Nicolet,QC,J3T 1W4,,819-293-6262,E,,Public,24 hours daily; for guest use only,,,,,,2,,,Non-Networked,,200-9,46.234117,-72.633154,2021-12-13,82976,2022-04-28 20:01:31 UTC,P,,,2013-08-15,,,,,J1772,CA,,24 heures par jour; a l'usage des clients seulement,,Public,,public,,,HOTEL,,,,,,,Free,Gratuit,,,,,,,,,TRUE
ELEC,Independent Grocers Alliance,465 Av Bethany,,Lachute,QC,J8H 4H3,,450-562-6882,E,,Public,24 hours daily; for clients use only,,,,,,1,,,Non-Networked,,200-9,45.64161,-74.32741,2021-10-12,82980,2022-04-28 20:01:31 UTC,P,,,2015-02-15,,,,,J1772,CA,,Accessible 24 heures par jour; pour l'usage des clients,,Public,,public,,,GROCERY,,,,,,,Free,Gratuit,,,,,,,,,TRUE
ELEC,Crabby Joe's,58 Main St N,,Exeter,ON,N0M 1S3,,519-235-1400,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-9,43.35791,-81.482192,2022-04-13,82981,2022-04-26 16:04:15 UTC,P,,,2017-01-31,,,,,J1772,CA,,24 heures par jour,,Public,,public,,,RESTAURANT,,,,,,,Free,Gratuit,,,,,,,,,FALSE
ELEC,IKEA,586 Ch de Touraine,,Boucherville,QC,J4B 5E4,,450-449-8096,E,,Public,"7am-9pm M-F, 7am-5pm Sat-Sun",,,,,,2,,,Non-Networked,,GPS,45.57264372,-73.40113415,2021-11-02,82982,2022-04-26 16:04:15 UTC,P,,,2015-03-15,,,,,J1772,CA,,"7:00-21:00 LUN-VEN, 7:00-17:00 SAM-DIM",,Public,,public,,,SHOPPING_CENTER,,,,,,,Free,Gratuit,,,,,,,,,FALSE
ELEC,Diffraction Limited,59 Grenfell Cres,,Ottawa,ON,K2G 0G3,,613-225-2732,E,,Public - Call ahead,24 hours daily,,,,,,1,,,Non-Networked,,200-9,45.320851,-75.722363,2022-01-11,82984,2022-04-26 16:04:15 UTC,P,,,2013-02-01,,,,,J1772,CA,,24 heures par jour,,Public - Appeler à l'avance,,public,CALL,,OFFICE_BLDG,,,,,,,Free,Gratuit,,,,,,,,,FALSE
